nombre_persona,cedula,edad,genero,numero_celular,gmail,vendedor,fecha_venta,valor_vehiculo,iva,valor_total
Camila Torres,95141238,38,F,3762970950,camila.torres@gmail.com,MotorCity,2024-03-07,142550817.43,27084655,169635472.43
Luis Gómez,92340974,53,M,3649690619,luis.gómez@gmail.com,Vehimotors,2020-07-24,150908454.75,28672606,179581060.75
Camila Torres,16115891,33,F,3152448778,camila.torres@gmail.com,AutoCenter,2022-03-06,39736938.75,7550018,47286956.75
Juan Pérez,99259978,34,M,3351212590,juan.pérez@gmail.com,MotorCity,2020-06-10,80156382.29,15229712,95386094.29
Juan Ramírez,96917168,41,F,3772186668,juan.ramírez@gmail.com,Vehimotors,2022-04-13,116775428.55,22187331,138962759.55
Carlos Gómez,83082920,36,M,3868894554,carlos.gómez@gmail.com,MotorCity,2022-03-18,198939842.89,37798570,236738412.89
Sofía Pérez,19190457,22,F,3896009926,sofía.pérez@gmail.com,Vehimotors,2020-09-07,181521576.62,34489099,216010675.62
Carlos Torres,53720626,20,M,3178312079,carlos.torres@gmail.com,SuperAutos,2024-04-22,113387235.72,21543574,134930809.72
Camila García,21563208,75,M,3789387833,camila.garcía@gmail.com,MotorCity,2020-07-03,62266430.23,11830621,74097051.23
Laura Torres,51731643,24,F,3882092703,laura.torres@gmail.com,AutoCenter,2022-10-13,121037523.21,22997129,144034652.21
Ana Gómez,63972183,64,F,3089675389,ana.gómez@gmail.com,AutoCenter,2022-12-02,39542261.13,7513029,47055290.13
Andrés Pérez,98670106,18,F,3271393335,andrés.pérez@gmail.com,AutoCenter,2023-12-31,100342277.33,19065032,119407309.33
Sofía Ramírez,20890563,37,F,3160022349,sofía.ramírez@gmail.com,CarrosYA,2023-08-24,165767623.58,31495848,197263471.58
Ana Hernández,28583621,43,F,3617133400,ana.hernández@gmail.com,Vehimotors,2020-02-01,99079581.19,18825120,117904701.19
Ana Martínez,83390801,20,F,3481875523,ana.martínez@gmail.com,SuperAutos,2023-08-12,88913846.58,16893630,105807476.58
Ana Gómez,95640331,31,M,3587663011,ana.gómez@gmail.com,MotorCity,2021-03-01,158188948.04,30055900,188244848.04
Pedro Pérez,25131677,58,M,3765256628,pedro.pérez@gmail.com,MotorCity,2021-09-16,136640820.9,25961755,162602575.9
Camila Torres,18244930,70,M,3243514688,camila.torres@gmail.com,CarrosYA,2021-11-05,157493903.14,29923841,187417744.14
Sofía Gómez,60610875,44,M,3992395099,sofía.gómez@gmail.com,SuperAutos,2023-03-14,199696398.33,37942315,237638713.33
Sofía Pérez,30613170,41,M,3789376063,sofía.pérez@gmail.com,CarrosYA,2020-07-09,129447549.25,24595034,154042583.25
Pedro Gómez,57794810,58,M,3333047270,pedro.gómez@gmail.com,MotorCity,2024-11-28,181694924.83,34522035,216216959.83
María Gómez,23328626,28,F,3144906012,maría.gómez@gmail.com,Vehimotors,2021-01-04,107749592.58,20472422,128222014.58
Luis Martínez,35342849,44,M,3484544903,luis.martínez@gmail.com,AutoCenter,2024-12-27,36663199.91,6966007,43629206.91
Andrés Martínez,76965998,39,F,3826595671,andrés.martínez@gmail.com,AutoCenter,2024-03-05,173538476.16,32972310,206510786.16
Laura Gómez,72943822,44,M,3183902753,laura.gómez@gmail.com,MotorCity,2022-12-17,49647186.33,9432965,59080151.33
Andrés Rodríguez,18976926,25,F,3970155427,andrés.rodríguez@gmail.com,MotorCity,2020-11-26,163097965.78,30988613,194086578.78
Sofía Ramírez,88451428,65,F,3474220176,sofía.ramírez@gmail.com,MotorCity,2023-05-24,190895976.84,36270235,227166211.84
María Gómez,30780839,65,M,3039133553,maría.gómez@gmail.com,MotorCity,2023-03-17,97385664.68,18503276,115888940.68
Laura López,7838560,62,M,3893401157,laura.lópez@gmail.com,MotorCity,2021-11-22,60680365.48,11529269,72209634.48
Andrés Moreno,60179032,26,M,3416069018,andrés.moreno@gmail.com,AutoCenter,2022-03-21,82615675.91,15696978,98312653.91
Luis García,92588337,69,F,3676541350,luis.garcía@gmail.com,MotorCity,2020-03-13,108110630.1,20541019,128651649.1
Sofía García,27604188,21,F,3586400726,sofía.garcía@gmail.com,MotorCity,2023-04-29,184681497.51,35089484,219770981.51
María López,26812233,19,F,3718898968,maría.lópez@gmail.com,SuperAutos,2020-03-28,134471212.79,25549530,160020742.79
Ana López,87988924,74,F,3780889258,ana.lópez@gmail.com,AutoCenter,2023-04-14,191250266.48,36337550,227587816.48
Laura García,92777007,22,F,3244647688,laura.garcía@gmail.com,MotorCity,2022-07-23,63211417.06,12010169,75221586.06
Ana Ramírez,77323027,29,F,3576230105,ana.ramírez@gmail.com,SuperAutos,2022-07-27,98343581.31,18685280,117028861.31
Carlos Gómez,15146088,30,F,3699166510,carlos.gómez@gmail.com,MotorCity,2024-02-12,56210074.2,10679914,66889988.2
Ana Torres,69403821,76,F,3931769119,ana.torres@gmail.com,AutoCenter,2020-12-17,54818064.82,10415432,65233496.82
Carlos Moreno,81521756,75,F,3190411387,carlos.moreno@gmail.com,MotorCity,2024-06-08,163509566.22,31066817,194576383.22
Carlos Martínez,83407797,30,F,3153113065,carlos.martínez@gmail.com,MotorCity,2023-06-09,177444749.87,33714502,211159251.87
Carlos Ramírez,92320616,53,M,3220255101,carlos.ramírez@gmail.com,Vehimotors,2021-11-03,50498694.3,9594751,60093445.3
Juan López,85729785,69,M,3224890809,juan.lópez@gmail.com,CarrosYA,2023-07-14,196463112.71,37327991,233791103.71
María Martínez,74230149,74,M,3058156482,maría.martínez@gmail.com,CarrosYA,2022-11-30,41030030.5,7795705,48825735.5
Luis Ramírez,23525115,50,F,3650652039,luis.ramírez@gmail.com,CarrosYA,2020-11-24,49014011.07,9312662,58326673.07
Laura Rodríguez,11215076,62,F,3142698025,laura.rodríguez@gmail.com,CarrosYA,2022-06-19,38534972.33,7321644,45856616.33
Andrés López,73885957,64,F,3127225163,andrés.lópez@gmail.com,CarrosYA,2024-02-12,194913787.33,37033619,231947406.33
María López,75512800,78,M,3317546098,maría.lópez@gmail.com,AutoCenter,2020-12-19,95905952.97,18222131,114128083.97
Juan Hernández,6697739,36,F,3114065824,juan.hernández@gmail.com,SuperAutos,2023-09-27,114824001.16,21816560,136640561.16
María Hernández,17889547,29,M,3199451026,maría.hernández@gmail.com,CarrosYA,2021-07-23,110135261.72,20925699,131060960.72
Andrés Moreno,91309193,25,M,3849307398,andrés.moreno@gmail.com,AutoCenter,2020-04-12,109507050.32,20806339,130313389.32
Carlos Pérez,34640931,53,M,3590201408,carlos.pérez@gmail.com,MotorCity,2021-03-02,98474036.56,18710066,117184102.56
Andrés Gómez,20946513,31,M,3226677825,andrés.gómez@gmail.com,MotorCity,2021-12-31,113212785.9,21510429,134723214.9
María Moreno,55408414,18,M,3976687706,maría.moreno@gmail.com,MotorCity,2020-01-10,63182217.83,12004621,75186838.83
Ana López,51263433,51,M,3872243255,ana.lópez@gmail.com,AutoCenter,2020-11-22,152824537.33,29036662,181861199.33
Camila López,87927188,69,F,3731587825,camila.lópez@gmail.com,Vehimotors,2023-04-15,192617531.97,36597331,229214862.97
María Gómez,15447351,49,M,3116745674,maría.gómez@gmail.com,Vehimotors,2024-04-09,99443110.66,18894191,118337301.66
Carlos Ramírez,63698009,63,F,3636333181,carlos.ramírez@gmail.com,Vehimotors,2020-02-15,114454441.9,21746343,136200784.9
Pedro Torres,91867320,58,F,3982602907,pedro.torres@gmail.com,AutoCenter,2024-12-01,138624221.77,26338602,164962823.77
Luis Gómez,79356348,31,F,3618932155,luis.gómez@gmail.com,MotorCity,2023-08-24,129059016.41,24521213,153580229.41
Pedro Hernández,38581665,61,M,3550369278,pedro.hernández@gmail.com,MotorCity,2023-01-28,143116096.48,27192058,170308154.48
Andrés Martínez,38577873,27,F,3090885128,andrés.martínez@gmail.com,MotorCity,2020-02-17,46091156.57,8757319,54848475.57
Sofía Pérez,33128286,76,F,3626750641,sofía.pérez@gmail.com,Vehimotors,2023-03-04,140381581.96,26672500,167054081.96
Juan Hernández,56023534,38,F,3275625102,juan.hernández@gmail.com,MotorCity,2020-08-19,45872080.25,8715695,54587775.25
Juan López,71477034,75,F,3880237641,juan.lópez@gmail.com,MotorCity,2022-10-07,159425266.34,30290800,189716066.34
Andrés Ramírez,87745451,46,M,3031771215,andrés.ramírez@gmail.com,SuperAutos,2020-07-17,113409463.38,21547798,134957261.38
Laura Gómez,13094428,39,M,3631454183,laura.gómez@gmail.com,CarrosYA,2022-09-25,135014931.71,25652837,160667768.71
Sofía Martínez,93434293,51,M,3020025479,sofía.martínez@gmail.com,Vehimotors,2022-08-06,100693210.15,19131709,119824919.15
Laura Moreno,15929752,40,F,3624287342,laura.moreno@gmail.com,CarrosYA,2023-01-20,56355203.02,10707488,67062691.02
Ana García,96633642,54,M,3982804630,ana.garcía@gmail.com,CarrosYA,2020-02-06,55157727.13,10479968,65637695.13
Camila Pérez,66070975,49,F,3514204606,camila.pérez@gmail.com,MotorCity,2020-08-01,166822425.15,31696260,198518685.15
Andrés Gómez,24440091,53,F,3368201400,andrés.gómez@gmail.com,MotorCity,2024-11-18,158753673.34,30163197,188916870.34
Ana Rodríguez,30481054,63,M,3391270078,ana.rodríguez@gmail.com,Vehimotors,2022-04-21,92870569.82,17645408,110515977.82
María Ramírez,14507766,61,F,3490013228,maría.ramírez@gmail.com,Vehimotors,2022-09-20,133122731.09,25293318,158416049.09
Luis Martínez,70148130,47,M,3249368699,luis.martínez@gmail.com,SuperAutos,2022-05-19,143159352.48,27200276,170359628.48
Sofía Moreno,18089500,79,F,3589027283,sofía.moreno@gmail.com,AutoCenter,2020-08-02,149242802.87,28356132,177598934.87
Camila Martínez,59986674,72,F,3750751024,camila.martínez@gmail.com,AutoCenter,2023-12-06,120508292.74,22896575,143404867.74
Ana Gómez,58461133,57,F,3381753944,ana.gómez@gmail.com,SuperAutos,2021-01-09,146496134.45,27834265,174330399.45
Luis Rodríguez,59600035,76,M,3052690666,luis.rodríguez@gmail.com,CarrosYA,2024-12-02,146605259.85,27854999,174460258.85
Pedro Ramírez,78405878,22,F,3377986360,pedro.ramírez@gmail.com,SuperAutos,2022-11-18,40890180.01,7769134,48659314.01
Ana Ramírez,73817903,28,M,3787972417,ana.ramírez@gmail.com,SuperAutos,2024-06-24,49017581.93,9313340,58330921.93
Sofía Martínez,71291382,49,M,3387506616,sofía.martínez@gmail.com,SuperAutos,2024-06-02,65272161.77,12401710,77673871.77
Carlos Pérez,29687976,39,M,3948403290,carlos.pérez@gmail.com,SuperAutos,2024-07-05,168600380.74,32034072,200634452.74
Laura Rodríguez,98835784,30,F,3621053659,laura.rodríguez@gmail.com,MotorCity,2022-06-04,130700101.44,24833019,155533120.44
Luis García,80377133,48,M,3119707352,luis.garcía@gmail.com,SuperAutos,2020-04-05,45068304.24,8562977,53631281.24
Laura Martínez,90103623,69,F,3191616119,laura.martínez@gmail.com,CarrosYA,2020-12-25,162357579.93,30847940,193205519.93
Camila Rodríguez,16782766,68,F,3949019595,camila.rodríguez@gmail.com,MotorCity,2023-02-03,72286731.42,13734478,86021209.42
Luis Hernández,77567490,33,M,3776570244,luis.hernández@gmail.com,MotorCity,2020-05-17,39199564.55,7447917,46647481.55
Juan Pérez,5616865,73,M,3818960254,juan.pérez@gmail.com,Vehimotors,2020-12-09,59805584.34,11363061,71168645.34
Laura López,71215539,54,M,3430242632,laura.lópez@gmail.com,SuperAutos,2024-12-27,193237743.52,36715171,229952914.52
Camila García,66201111,23,F,3616553784,camila.garcía@gmail.com,AutoCenter,2023-06-26,93147076.84,17697944,110845020.84
Sofía Moreno,83229135,77,F,3436726865,sofía.moreno@gmail.com,Vehimotors,2022-07-27,143610419.88,27285979,170896398.88
Camila Torres,39827180,59,F,3336203878,camila.torres@gmail.com,MotorCity,2024-10-12,124508055.5,23656530,148164585.5
Camila Rodríguez,80010907,57,F,3143174129,camila.rodríguez@gmail.com,SuperAutos,2020-01-08,123111718.47,23391226,146502944.47
Carlos Rodríguez,98978641,20,F,3425810419,carlos.rodríguez@gmail.com,MotorCity,2024-01-08,79585872.76,15121315,94707187.76
Carlos Pérez,96363165,49,M,3364971592,carlos.pérez@gmail.com,AutoCenter,2023-04-03,115081448.2,21865475,136946923.2
Andrés Rodríguez,35762866,49,F,3225743934,andrés.rodríguez@gmail.com,SuperAutos,2024-02-24,39592139.01,7522506,47114645.01
Juan Martínez,24430745,70,F,3012528942,juan.martínez@gmail.com,AutoCenter,2021-08-07,94280160.28,17913230,112193390.28
Juan Moreno,78757959,32,M,3765114618,juan.moreno@gmail.com,MotorCity,2022-04-09,174700679.09,33193129,207893808.09
Laura Rodríguez,43626553,39,F,3487034250,laura.rodríguez@gmail.com,SuperAutos,2020-08-02,117423432.02,22310452,139733884.02
Andrés Torres,63996230,79,F,3722604347,andrés.torres@gmail.com,AutoCenter,2022-12-22,119242710.17,22656114,141898824.17
Luis Moreno,44570960,41,F,3184767378,luis.moreno@gmail.com,SuperAutos,2021-11-30,136736498.13,25979934,162716432.13
Pedro Rodríguez,34537488,79,M,3911655959,pedro.rodríguez@gmail.com,AutoCenter,2020-05-04,151478203.62,28780858,180259061.62
Camila Hernández,79871603,59,M,3187169412,camila.hernández@gmail.com,AutoCenter,2022-02-13,170765519.85,32445448,203210967.85
Andrés Rodríguez,62478018,30,F,3733135826,andrés.rodríguez@gmail.com,CarrosYA,2023-01-07,199293678.3,37865798,237159476.3
Sofía Ramírez,72434187,44,F,3874150310,sofía.ramírez@gmail.com,SuperAutos,2022-07-01,135071740.3,25663630,160735370.3
Carlos Gómez,14474175,76,F,3322438600,carlos.gómez@gmail.com,Vehimotors,2024-02-23,62915988.92,11954037,74870025.92
Ana López,24190761,42,F,3287602306,ana.lópez@gmail.com,MotorCity,2020-05-09,85349260.9,16216359,101565619.9
Andrés Ramírez,1424470,31,F,3522552043,andrés.ramírez@gmail.com,Vehimotors,2021-06-16,180623198.66,34318407,214941605.66
Carlos Rodríguez,88423222,19,F,3642311210,carlos.rodríguez@gmail.com,SuperAutos,2023-05-27,36345784.19,6905698,43251482.19
Sofía Hernández,79486013,44,M,3424238806,sofía.hernández@gmail.com,CarrosYA,2020-06-21,124132669.99,23585207,147717876.99
Sofía Rodríguez,87024354,30,F,3522857882,sofía.rodríguez@gmail.com,Vehimotors,2022-10-10,111739825.88,21230566,132970391.88
Pedro Rodríguez,26303301,47,M,3659030044,pedro.rodríguez@gmail.com,Vehimotors,2024-12-14,46722555.7,8877285,55599840.7
Sofía Martínez,35394287,75,F,3224013184,sofía.martínez@gmail.com,MotorCity,2021-07-12,196326653.27,37302064,233628717.27
Laura López,42793546,49,F,3131563490,laura.lópez@gmail.com,SuperAutos,2022-09-03,84920478.73,16134890,101055368.73
Camila Pérez,61417006,50,F,3385331688,camila.pérez@gmail.com,SuperAutos,2022-07-06,95239045.89,18095418,113334463.89
Pedro García,61144944,56,F,3254470401,pedro.garcía@gmail.com,CarrosYA,2024-03-19,170887427.33,32468611,203356038.33
Pedro Gómez,67035584,44,M,3892349868,pedro.gómez@gmail.com,AutoCenter,2024-03-25,84162127.79,15990804,100152931.79
Ana López,52887204,66,F,3796694239,ana.lópez@gmail.com,AutoCenter,2020-10-29,76651583.57,14563800,91215383.57
Ana García,92288153,30,F,3599083029,ana.garcía@gmail.com,Vehimotors,2022-04-15,176636849.13,33561001,210197850.13
Laura Martínez,17330116,79,M,3361606058,laura.martínez@gmail.com,CarrosYA,2023-10-15,193694361.41,36801928,230496289.41
Camila Moreno,27032321,39,F,3383205075,camila.moreno@gmail.com,CarrosYA,2023-12-10,129689642.01,24641031,154330673.01
Pedro Pérez,34044042,62,F,3736495833,pedro.pérez@gmail.com,SuperAutos,2021-09-25,191806273.38,36443191,228249464.38
Juan Hernández,1406451,57,F,3217850216,juan.hernández@gmail.com,SuperAutos,2022-12-04,116719207.07,22176649,138895856.07
Carlos Moreno,15365211,47,M,3621840362,carlos.moreno@gmail.com,MotorCity,2020-04-28,144641047.16,27481798,172122845.16
María Gómez,45435556,72,F,3289110088,maría.gómez@gmail.com,MotorCity,2021-11-07,141365635.36,26859470,168225105.36
Ana Torres,27195469,78,F,3918421648,ana.torres@gmail.com,MotorCity,2020-07-21,90159311.81,17130269,107289580.81
Andrés Martínez,36993559,72,F,3378652857,andrés.martínez@gmail.com,Vehimotors,2023-08-07,108067558.27,20532836,128600394.27
Andrés Moreno,12033260,44,F,3558063918,andrés.moreno@gmail.com,SuperAutos,2020-05-04,51636815.99,9810995,61447810.99
Luis Pérez,98560302,27,M,3460692376,luis.pérez@gmail.com,SuperAutos,2023-10-12,131395831.61,24965208,156361039.61
Luis Rodríguez,95346760,34,M,3154457943,luis.rodríguez@gmail.com,Vehimotors,2023-02-24,138350173.53,26286532,164636705.53
Sofía García,64709710,41,F,3071542839,sofía.garcía@gmail.com,Vehimotors,2023-09-17,155677391.95,29578704,185256095.95
María Torres,4127747,80,F,3861634506,maría.torres@gmail.com,MotorCity,2023-04-01,125333883.95,23813437,149147320.95
María Martínez,54578489,43,F,3938217293,maría.martínez@gmail.com,SuperAutos,2020-11-15,142350487.85,27046592,169397079.85
Laura Pérez,41740787,59,M,3492899499,laura.pérez@gmail.com,AutoCenter,2020-10-20,71898838.21,13660779,85559617.21
María Pérez,11505360,27,M,3344906098,maría.pérez@gmail.com,AutoCenter,2023-10-31,156738641.53,29780341,186518982.53
Sofía Pérez,48688169,63,F,3822946524,sofía.pérez@gmail.com,Vehimotors,2024-05-20,119427577.24,22691239,142118816.24
Laura Martínez,34720463,33,F,3025965587,laura.martínez@gmail.com,MotorCity,2024-08-21,198790663.49,37770226,236560889.49
Pedro Torres,72654587,47,F,3311904246,pedro.torres@gmail.com,AutoCenter,2021-03-23,107166253.52,20361588,127527841.52
Laura Moreno,67248952,40,F,3131262215,laura.moreno@gmail.com,Vehimotors,2024-09-29,65932811.29,12527234,78460045.29
Pedro Rodríguez,38107646,36,M,3623407700,pedro.rodríguez@gmail.com,MotorCity,2024-04-16,115023374.4,21854441,136877815.4
Carlos García,27757901,73,F,3873137825,carlos.garcía@gmail.com,Vehimotors,2024-09-27,78269642.93,14871232,93140874.93
Juan Hernández,96880789,80,M,3540994012,juan.hernández@gmail.com,MotorCity,2023-03-28,87384937.34,16603138,103988075.34
María López,64552321,29,F,3086686169,maría.lópez@gmail.com,Vehimotors,2024-10-05,152019017.79,28883613,180902630.79
Ana Moreno,76736846,58,F,3891125044,ana.moreno@gmail.com,AutoCenter,2020-04-10,86621208.79,16458029,103079237.79
Juan Moreno,18004052,72,M,3030120640,juan.moreno@gmail.com,Vehimotors,2022-07-31,59647217.62,11332971,70980188.62
Laura Pérez,33997598,72,F,3812938784,laura.pérez@gmail.com,MotorCity,2021-01-20,96838463.46,18399308,115237771.46
Camila Martínez,69835460,66,F,3258319068,camila.martínez@gmail.com,MotorCity,2020-03-10,116867293.29,22204785,139072078.29
Camila Pérez,38841912,51,F,3629419709,camila.pérez@gmail.com,MotorCity,2022-04-20,42245390.44,8026624,50272014.44
Carlos García,10185088,59,F,3490085619,carlos.garcía@gmail.com,SuperAutos,2022-03-21,104416861.54,19839203,124256064.54
Luis García,88121274,44,M,3165085887,luis.garcía@gmail.com,MotorCity,2024-01-05,89677577.45,17038739,106716316.45
Camila Moreno,24382182,78,F,3733437808,camila.moreno@gmail.com,MotorCity,2024-01-17,121486163.16,23082371,144568534.16
Sofía Ramírez,8901602,40,M,3638027794,sofía.ramírez@gmail.com,MotorCity,2022-09-24,185696979.61,35282426,220979405.61
Luis Gómez,35686889,69,M,3266522122,luis.gómez@gmail.com,AutoCenter,2022-03-22,159167869.78,30241895,189409764.78
Laura Martínez,94962917,63,M,3366345380,laura.martínez@gmail.com,Vehimotors,2021-11-21,152170194.04,28912336,181082530.04
Sofía López,50005532,50,F,3855717741,sofía.lópez@gmail.com,CarrosYA,2023-12-19,157125699.21,29853882,186979581.21
Andrés López,59243696,31,M,3489474993,andrés.lópez@gmail.com,Vehimotors,2020-05-10,118396719.05,22495376,140892095.05
Ana Torres,80025634,31,F,3984427249,ana.torres@gmail.com,Vehimotors,2020-12-17,107000178.81,20330033,127330211.81
Sofía García,40310450,38,F,3553525270,sofía.garcía@gmail.com,MotorCity,2021-10-19,158852113.91,30181901,189034014.91
Juan Martínez,20288049,34,M,3561026097,juan.martínez@gmail.com,SuperAutos,2023-06-06,107405585.77,20407061,127812646.77
Laura Hernández,81252595,74,F,3331803928,laura.hernández@gmail.com,MotorCity,2021-02-04,71146849.68,13517901,84664750.68
Laura Hernández,54844238,23,F,3254650733,laura.hernández@gmail.com,SuperAutos,2023-01-28,197454986.58,37516447,234971433.58
Andrés Moreno,90124538,73,F,3917466042,andrés.moreno@gmail.com,Vehimotors,2021-02-12,80684317.16,15330020,96014337.16
Camila Moreno,9561288,47,F,3634000086,camila.moreno@gmail.com,Vehimotors,2023-07-27,148033263.78,28126320,176159583.78
Pedro Rodríguez,52696353,72,F,3153562303,pedro.rodríguez@gmail.com,MotorCity,2022-01-22,78395195.08,14895087,93290282.08
Andrés Pérez,75653935,26,M,3330459552,andrés.pérez@gmail.com,AutoCenter,2022-11-03,38875085.09,7386266,46261351.09
Camila Torres,87163833,79,F,3620445733,camila.torres@gmail.com,SuperAutos,2023-09-12,71919908.35,13664782,85584690.35
Ana Ramírez,4845406,31,M,3889767294,ana.ramírez@gmail.com,Vehimotors,2021-12-08,68163393.23,12951044,81114437.23
María Pérez,94756054,75,F,3112860573,maría.pérez@gmail.com,Vehimotors,2021-09-26,71746882.5,13631907,85378789.5
Camila Hernández,93338375,44,F,3921497045,camila.hernández@gmail.com,CarrosYA,2024-03-23,156533327.43,29741332,186274659.43
Luis García,9668371,43,F,3311812332,luis.garcía@gmail.com,MotorCity,2023-02-26,115735561.21,21989756,137725317.21
Andrés García,90251035,31,M,3085374649,andrés.garcía@gmail.com,MotorCity,2021-11-23,168676970.62,32048624,200725594.62
María Gómez,49202739,75,F,3217804934,maría.gómez@gmail.com,SuperAutos,2024-01-25,65575634.51,12459370,78035004.51
Ana Martínez,83258504,50,F,3241088189,ana.martínez@gmail.com,AutoCenter,2022-12-21,113382740.84,21542720,134925460.84
María Pérez,72743702,36,F,3272814419,maría.pérez@gmail.com,MotorCity,2024-11-06,191978342.07,36475884,228454226.07
Ana Ramírez,63023099,54,F,3315052489,ana.ramírez@gmail.com,CarrosYA,2020-12-20,77689239.9,14760955,92450194.9
Laura Rodríguez,96937509,75,M,3041277096,laura.rodríguez@gmail.com,Vehimotors,2022-11-09,140319750.99,26660752,166980502.99
Laura Pérez,34353825,77,F,3656701740,laura.pérez@gmail.com,AutoCenter,2022-12-16,90989951.15,17288090,108278041.15
Andrés Hernández,12430756,57,F,3337939461,andrés.hernández@gmail.com,Vehimotors,2021-07-08,154079711.77,29275145,183354856.77
Andrés Hernández,4849175,35,F,3063694562,andrés.hernández@gmail.com,Vehimotors,2021-12-27,97107569.43,18450438,115558007.43
Camila Hernández,19759027,46,F,3933597329,camila.hernández@gmail.com,Vehimotors,2022-03-29,152959994.45,29062398,182022392.45
Laura Torres,21912836,74,M,3475038679,laura.torres@gmail.com,Vehimotors,2023-04-01,115619941.83,21967788,137587729.83
Andrés García,66540762,54,F,3219349019,andrés.garcía@gmail.com,Vehimotors,2020-08-17,74976793.07,14245590,89222383.07
Carlos Ramírez,20075631,59,M,3764855777,carlos.ramírez@gmail.com,MotorCity,2022-01-22,179227819.78,34053285,213281104.78
Camila Ramírez,45905177,48,M,3392141464,camila.ramírez@gmail.com,MotorCity,2023-07-06,105268814.4,20001074,125269888.4
Pedro Rodríguez,56579808,73,M,3831147703,pedro.rodríguez@gmail.com,Vehimotors,2021-12-28,39288105.17,7464739,46752844.17
Ana Ramírez,72705611,67,M,3957075009,ana.ramírez@gmail.com,SuperAutos,2022-10-22,69909943.23,13282889,83192832.23
Pedro Martínez,48135131,51,M,3758190211,pedro.martínez@gmail.com,SuperAutos,2024-04-28,136744727.72,25981498,162726225.72
Carlos Gómez,73775221,35,F,3481802064,carlos.gómez@gmail.com,CarrosYA,2024-09-30,72692712.71,13811615,86504327.71
Laura García,4826668,45,M,3640721135,laura.garcía@gmail.com,CarrosYA,2022-05-19,142316987.24,27040227,169357214.24
Pedro Gómez,22933769,20,M,3196235964,pedro.gómez@gmail.com,MotorCity,2024-08-06,158545562.84,30123656,188669218.84
Carlos Gómez,62688048,21,F,3888784606,carlos.gómez@gmail.com,CarrosYA,2023-10-15,71192785.32,13526629,84719414.32
Luis Pérez,11155255,24,M,3612126758,luis.pérez@gmail.com,CarrosYA,2021-12-21,183794747.61,34921002,218715749.61
María García,19669722,36,F,3482600625,maría.garcía@gmail.com,MotorCity,2023-02-23,78546091.4,14923757,93469848.4
Luis Martínez,58300653,80,F,3737874893,luis.martínez@gmail.com,CarrosYA,2022-01-19,83717625.96,15906348,99623973.96
Ana Hernández,27145542,48,M,3758762098,ana.hernández@gmail.com,MotorCity,2022-08-15,76031741.29,14446030,90477771.29
Ana Hernández,80406891,61,M,3993005414,ana.hernández@gmail.com,Vehimotors,2020-08-08,169266241.89,32160585,201426826.89
Camila Hernández,85163818,52,M,3961819805,camila.hernández@gmail.com,CarrosYA,2020-06-15,112015748.41,21282992,133298740.41
Camila Gómez,10130857,67,F,3865243056,camila.gómez@gmail.com,MotorCity,2021-12-27,162697584.44,30912541,193610125.44
Laura Pérez,10717398,72,M,3552483032,laura.pérez@gmail.com,MotorCity,2022-07-31,88897175.18,16890463,105787638.18
Sofía Torres,99926226,64,M,3773407322,sofía.torres@gmail.com,Vehimotors,2021-10-05,94309752.8,17918853,112228605.8
Pedro Ramírez,62860298,23,M,3840549269,pedro.ramírez@gmail.com,SuperAutos,2021-08-14,177700495.4,33763094,211463589.4
Ana García,16667242,71,F,3048055795,ana.garcía@gmail.com,SuperAutos,2020-10-04,86013920.83,16342644,102356564.83
Sofía Torres,3073216,72,F,3993450634,sofía.torres@gmail.com,MotorCity,2023-10-31,185146471.48,35177829,220324300.48
Laura García,80056686,71,F,3925166564,laura.garcía@gmail.com,AutoCenter,2022-07-29,136935508.76,26017746,162953254.76
Sofía Hernández,5888978,57,M,3447872902,sofía.hernández@gmail.com,MotorCity,2022-07-09,75114155.91,14271689,89385844.91
Juan Gómez,23831199,61,M,3388969600,juan.gómez@gmail.com,AutoCenter,2020-05-28,182912171.98,34753312,217665483.98
Andrés Gómez,25703895,75,F,3167067593,andrés.gómez@gmail.com,SuperAutos,2024-07-10,84342875.6,16025146,100368021.6
Pedro Ramírez,74066509,30,M,3087207231,pedro.ramírez@gmail.com,SuperAutos,2024-09-02,99258441.92,18859103,118117544.92
Sofía Moreno,6333077,22,F,3724168219,sofía.moreno@gmail.com,Vehimotors,2021-07-14,124728965.54,23698503,148427468.54
Luis Ramírez,97614753,48,M,3535277273,luis.ramírez@gmail.com,Vehimotors,2020-10-12,49358321.2,9378081,58736402.2
Camila García,93415407,19,M,3071106824,camila.garcía@gmail.com,AutoCenter,2023-02-06,75423248.44,14330417,89753665.44
Luis Torres,20055852,74,M,3228656268,luis.torres@gmail.com,AutoCenter,2022-04-23,190262565.4,36149887,226412452.4
Andrés Martínez,68054721,56,M,3731050236,andrés.martínez@gmail.com,CarrosYA,2020-12-06,104855897.51,19922620,124778517.51
María Torres,74521884,61,F,3627310927,maría.torres@gmail.com,Vehimotors,2022-08-30,105920518.53,20124898,126045416.53
Laura López,19897405,27,M,3489262114,laura.lópez@gmail.com,SuperAutos,2023-02-24,142423550.37,27060474,169484024.37
Laura García,17197758,39,F,3748043105,laura.garcía@gmail.com,AutoCenter,2022-11-22,69266498.71,13160634,82427132.71
Carlos Moreno,30159371,45,M,3718722668,carlos.moreno@gmail.com,MotorCity,2024-07-15,85120596.41,16172913,101293509.41
